NAID,Box #,SHIP NAME,Month,Year,Actual File Name,Link to NAC,Hyperlink,,
17301359,1665,Midway (CVA-41),January,1973,Midway-CVA-41-1973-01,http://catalog.archives.gov/id/17301359,Midway-CVA-41-1973-01,,
12005555,1665,Midway (CVA-41),February,1973,Midway-CVA-41-1973-02,http://catalog.archives.gov/id/12005555,Midway-CVA-41-1973-02,,
12005556,1665,Midway (CVA-41),March,1973,Midway-CVA-41-1973-03,http://catalog.archives.gov/id/12005556,Midway-CVA-41-1973-03,,
17301361,1665,Midway (CVA-41),April,1973,Midway-CVA-41-1973-04,http://catalog.archives.gov/id/17301361,Midway-CVA-41-1973-04,,
17301363,1665,Midway (CVA-41),May,1973,Midway-CVA-41-1973-05,http://catalog.archives.gov/id/17301363,Midway-CVA-41-1973-05,,
17301365,1665,Midway (CVA-41),June,1973,Midway-CVA-41-1973-06,http://catalog.archives.gov/id/17301365,Midway-CVA-41-1973-06,,
17301367,1665,Midway (CVA-41),July,1973,Midway-CVA-41-1973-07,http://catalog.archives.gov/id/17301367,Midway-CVA-41-1973-07,,
17301369,1665,Midway (CVA-41),August,1973,Midway-CVA-41-1973-08,http://catalog.archives.gov/id/17301369,Midway-CVA-41-1973-08,,
17301371,1665,Midway (CVA-41),September,1973,Midway-CVA-41-1973-09,http://catalog.archives.gov/id/17301371,Midway-CVA-41-1973-09,,
17301373,1665,Midway (CVA-41),October,1973,Midway-CVA-41-1973-10,http://catalog.archives.gov/id/17301373,Midway-CVA-41-1973-10,,
17301375,1665,Midway (CVA-41),November,1973,Midway-CVA-41-1973-11,http://catalog.archives.gov/id/17301375,Midway-CVA-41-1973-11,,
17301377,1665,Midway (CVA-41),December,1973,Midway-CVA-41-1973-12,http://catalog.archives.gov/id/17301377,Midway-CVA-41-1973-12,,
17301379,1666,Midway (CVA-41),January,1974,Midway-CVA-41-1974-01,http://catalog.archives.gov/id/17301379,Midway-CVA-41-1974-01,,
17301381,1666,Midway (CVA-41),February,1974,Midway-CVA-41-1974-02,http://catalog.archives.gov/id/17301381,Midway-CVA-41-1974-02,,
17301383,1666,Midway (CVA-41),March,1974,Midway-CVA-41-1974-03,http://catalog.archives.gov/id/17301383,Midway-CVA-41-1974-03,,
17301385,1666,Midway (CVA-41),April,1974,Midway-CVA-41-1974-04,http://catalog.archives.gov/id/17301385,Midway-CVA-41-1974-04,,
17301387,1666,Midway (CVA-41),May,1974,Midway-CVA-41-1974-05,http://catalog.archives.gov/id/17301387,Midway-CVA-41-1974-05,,
17301389,1666,Midway (CVA-41),June,1974,Midway-CVA-41-1974-06,http://catalog.archives.gov/id/17301389,Midway-CVA-41-1974-06,,
17301391,1666,Midway (CVA-41),July,1974,Midway-CVA-41-1974-07,http://catalog.archives.gov/id/17301391,Midway-CVA-41-1974-07,,
17301393,1666,Midway (CVA-41),August,1974,Midway-CVA-41-1974-08,http://catalog.archives.gov/id/17301393,Midway-CVA-41-1974-08,,
17301395,1667,Midway (CVA-41),September,1974,Midway-CVA-41-1974-09,http://catalog.archives.gov/id/17301395,Midway-CVA-41-1974-09,,
17301397,1667,Midway (CVA-41),October,1974,Midway-CVA-41-1974-10,http://catalog.archives.gov/id/17301397,Midway-CVA-41-1974-10,,
17301399,1667,Midway (CVA-41),November,1974,Midway-CVA-41-1974-11,http://catalog.archives.gov/id/17301399,Midway-CVA-41-1974-11,,
17301401,1667,Midway (CVA-41),December,1974,Midway-CVA-41-1974-12,http://catalog.archives.gov/id/17301401,Midway-CVA-41-1974-12,,
17301403,1668,Midway (CVA-41),January,1975,Midway-CVA-41-1975-01,http://catalog.archives.gov/id/17301403,Midway-CVA-41-1975-01,,
17301405,1668,Midway (CVA-41),February,1975,Midway-CVA-41-1975-02,http://catalog.archives.gov/id/17301405,Midway-CVA-41-1975-02,,
17301407,1668,Midway (CVA-41),March,1975,Midway-CVA-41-1975-03,http://catalog.archives.gov/id/17301407,Midway-CVA-41-1975-03,,
17301409,1668,Midway (CVA-41),April,1975,Midway-CVA-41-1975-04,http://catalog.archives.gov/id/17301409,Midway-CVA-41-1975-04,,
17301411,1668,Midway (CVA-41),May,1975,Midway-CVA-41-1975-05,http://catalog.archives.gov/id/17301411,Midway-CVA-41-1975-05,,
17301413,1668,Midway (CVA-41),June,1975,Midway-CVA-41-1975-06,http://catalog.archives.gov/id/17301413,Midway-CVA-41-1975-06,,
17301415,1669,Midway (CVA-41),July,1975,Midway-CVA-41-1975-07,http://catalog.archives.gov/id/17301415,Midway-CVA-41-1975-07,,
17301417,1669,Midway (CVA-41),August,1975,Midway-CVA-41-1975-08,http://catalog.archives.gov/id/17301417,Midway-CVA-41-1975-08,,
17301419,1669,Midway (CVA-41),September,1975,Midway-CVA-41-1975-09,http://catalog.archives.gov/id/17301419,Midway-CVA-41-1975-09,,
17301421,1669,Midway (CVA-41),October,1975,Midway-CVA-41-1975-10,http://catalog.archives.gov/id/17301421,Midway-CVA-41-1975-10,,
17301423,1669,Midway (CVA-41),November,1975,Midway-CVA-41-1975-11,http://catalog.archives.gov/id/17301423,Midway-CVA-41-1975-11,,
17301425,1669,Midway (CVA-41),December,1975,Midway-CVA-41-1975-12,http://catalog.archives.gov/id/17301425,Midway-CVA-41-1975-12,,
146210570,1692,Midway (CVA-41),March,1971,midway-cva-41-1971-03,http://catalog.archives.gov/id/146210570,midway-cva-41-1971-03,,
146210631,1692,Midway (CVA-41),April,1971,midway-cva-41-1971-04,http://catalog.archives.gov/id/146210631,midway-cva-41-1971-04,,
146210692,1692,Midway (CVA-41),May,1971,midway-cva-41-1971-05,http://catalog.archives.gov/id/146210692,midway-cva-41-1971-05,,
33710602,1B,Missouri (BB-63),July,1945,missouri-bb-63-1945-07,https://catalog.archives.gov/id/33710602,missouri-bb-63-1945-07,,
33718029,1B,Missouri (BB-63),August,1945,missouri-bb-63-1945-08,https://catalog.archives.gov/id/33718029,missouri-bb-63-1945-08,,
4685748,1B,Missouri (BB-63),September,1945,missouri-bb-63-1945-09,https://catalog.archives.gov/id/4685748,missouri-bb-63-1945-09,,
34025830,1B,Missouri (BB-63),October,1945,missouri-bb-63-1945-10,https://catalog.archives.gov/id/34025830,missouri-bb-63-1945-10,,
34025831,1B,Missouri (BB-63),November,1945,missouri-bb-63-1945-11,https://catalog.archives.gov/id/34025831,missouri-bb-63-1945-11,,
34025832,1B,Missouri (BB-63),December,1945,missouri-bb-63-1945-12,https://catalog.archives.gov/id/34025832,missouri-bb-63-1945-12,,
24359823,6296,Monaghan (DD-354),January,1941,Monaghan-DD-354-1941-01,http://catalog.archives.gov/id/24359823,Monaghan-DD-354-1941-01,,
24359902,6296,Monaghan (DD-354),February,1941,Monaghan-DD-354-1941-02,http://catalog.archives.gov/id/24359902,Monaghan-DD-354-1941-02,,
24359967,6296,Monaghan (DD-354),March,1941,Monaghan-DD-354-1941-03,http://catalog.archives.gov/id/24359967,Monaghan-DD-354-1941-03,,
24360036,6297,Monaghan (DD-354),April,1941,Monaghan-DD-354-1941-04,http://catalog.archives.gov/id/24360036,Monaghan-DD-354-1941-04,,
24360142,6297,Monaghan (DD-354),May,1941,Monaghan-DD-354-1941-05,http://catalog.archives.gov/id/24360142,Monaghan-DD-354-1941-05,,
24360239,6297,Monaghan (DD-354),June,1941,Monaghan-DD-354-1941-06,http://catalog.archives.gov/id/24360239,Monaghan-DD-354-1941-06,,
24360341,6297,Monaghan (DD-354),July,1941,Monaghan-DD-354-1941-07,http://catalog.archives.gov/id/24360341,Monaghan-DD-354-1941-07,,
24360455,6297,Monaghan (DD-354),August,1941,Monaghan-DD-354-1941-08,http://catalog.archives.gov/id/24360455,Monaghan-DD-354-1941-08,,
24360524,6297,Monaghan (DD-354),September,1941,Monaghan-DD-354-1941-09,http://catalog.archives.gov/id/24360524,Monaghan-DD-354-1941-09,,
24360607,6297,Monaghan (DD-354),October,1941,Monaghan-DD-354-1941-10,http://catalog.archives.gov/id/24360607,Monaghan-DD-354-1941-10,,
24360688,6297,Monaghan (DD-354),November,1941,Monaghan-DD-354-1941-11,http://catalog.archives.gov/id/24360688,Monaghan-DD-354-1941-11,,
24360787,6297,Monaghan (DD-354),December,1941,Monaghan-DD-354-1941-12,http://catalog.archives.gov/id/24360787,Monaghan-DD-354-1941-12,,
24360887,6297,Monaghan (DD-354),January,1942,Monaghan-DD-354-1942-01,http://catalog.archives.gov/id/24360887,Monaghan-DD-354-1942-01,,
24360998,6297,Monaghan (DD-354),February,1942,Monaghan-DD-354-1942-02,http://catalog.archives.gov/id/24360998,Monaghan-DD-354-1942-02,,
24361078,6297,Monaghan (DD-354),March,1942,Monaghan-DD-354-1942-03,http://catalog.archives.gov/id/24361078,Monaghan-DD-354-1942-03,,
24361155,6297,Monaghan (DD-354),April,1942,Monaghan-DD-354-1942-04,http://catalog.archives.gov/id/24361155,Monaghan-DD-354-1942-04,,
24361232,6298,Monaghan (DD-354),May,1942,Monaghan-DD-354-1942-05,http://catalog.archives.gov/id/24361232,Monaghan-DD-354-1942-05,,
24361320,6298,Monaghan (DD-354),June,1942,Monaghan-DD-354-1942-06,http://catalog.archives.gov/id/24361320,Monaghan-DD-354-1942-06,,
24361411,6298,Monaghan (DD-354),July,1942,Monaghan-DD-354-1942-07,http://catalog.archives.gov/id/24361411,Monaghan-DD-354-1942-07,,
24361480,6298,Monaghan (DD-354),August,1942,Monaghan-DD-354-1942-08,http://catalog.archives.gov/id/24361480,Monaghan-DD-354-1942-08,,
24361529,6298,Monaghan (DD-354),September,1942,Monaghan-DD-354-1942-09,http://catalog.archives.gov/id/24361529,Monaghan-DD-354-1942-09,,
24361593,6298,Monaghan (DD-354),October,1942,Monaghan-DD-354-1942-10,http://catalog.archives.gov/id/24361593,Monaghan-DD-354-1942-10,,
24361657,6298,Monaghan (DD-354),November,1942,Monaghan-DD-354-1942-11,http://catalog.archives.gov/id/24361657,Monaghan-DD-354-1942-11,,
24361710,6299,Monaghan (DD-354),December,1942,Monaghan-DD-354-1942-12,http://catalog.archives.gov/id/24361710,Monaghan-DD-354-1942-12,,
24361761,6299,Monaghan (DD-354),January,1943,Monaghan-DD-354-1943-01,http://catalog.archives.gov/id/24361761,Monaghan-DD-354-1943-01,,
24361829,6299,Monaghan (DD-354),February,1943,Monaghan-DD-354-1943-02,http://catalog.archives.gov/id/24361829,Monaghan-DD-354-1943-02,,
24361899,6299,Monaghan (DD-354),March,1943,Monaghan-DD-354-1943-03,http://catalog.archives.gov/id/24361899,Monaghan-DD-354-1943-03,,
24361941,6299,Monaghan (DD-354),April,1943,Monaghan-DD-354-1943-04,http://catalog.archives.gov/id/24361941,Monaghan-DD-354-1943-04,,
24361985,6299,Monaghan (DD-354),May,1943,Monaghan-DD-354-1943-05,http://catalog.archives.gov/id/24361985,Monaghan-DD-354-1943-05,,
24362030,6299,Monaghan (DD-354),June,1943,Monaghan-DD-354-1943-06,http://catalog.archives.gov/id/24362030,Monaghan-DD-354-1943-06,,
24362074,6299,Monaghan (DD-354),July,1943,Monaghan-DD-354-1943-07,http://catalog.archives.gov/id/24362074,Monaghan-DD-354-1943-07,,
24362115,6299,Monaghan (DD-354),August,1943,Monaghan-DD-354-1943-08,http://catalog.archives.gov/id/24362115,Monaghan-DD-354-1943-08,,
24362156,6299,Monaghan (DD-354),September,1943,Monaghan-DD-354-1943-09,http://catalog.archives.gov/id/24362156,Monaghan-DD-354-1943-09,,
24362198,6299,Monaghan (DD-354),October,1943,Monaghan-DD-354-1943-10,http://catalog.archives.gov/id/24362198,Monaghan-DD-354-1943-10,,
24362239,6300,Monaghan (DD-354),November,1943,Monaghan-DD-354-1943-11,http://catalog.archives.gov/id/24362239,Monaghan-DD-354-1943-11,,
24362277,6300,Monaghan (DD-354),December,1943,Monaghan-DD-354-1943-12,http://catalog.archives.gov/id/24362277,Monaghan-DD-354-1943-12,,
24362356,6300,Monaghan (DD-354),January,1944,Monaghan-DD-354-1944-01,http://catalog.archives.gov/id/24362356,Monaghan-DD-354-1944-01,,
24362448,6300,Monaghan (DD-354),February,1944,Monaghan-DD-354-1944-02,http://catalog.archives.gov/id/24362448,Monaghan-DD-354-1944-02,,
24362532,6300,Monaghan (DD-354),March,1944,Monaghan-DD-354-1944-03,http://catalog.archives.gov/id/24362532,Monaghan-DD-354-1944-03,,
24362615,6300,Monaghan (DD-354),April,1944,Monaghan-DD-354-1944-04,http://catalog.archives.gov/id/24362615,Monaghan-DD-354-1944-04,,
24362704,6300,Monaghan (DD-354),May,1944,Monaghan-DD-354-1944-05,http://catalog.archives.gov/id/24362704,Monaghan-DD-354-1944-05,,
24362783,6300,Monaghan (DD-354),June,1944,Monaghan-DD-354-1944-06,http://catalog.archives.gov/id/24362783,Monaghan-DD-354-1944-06,,
24362868,6301,Monaghan (DD-354),July,1944,Monaghan-DD-354-1944-07,http://catalog.archives.gov/id/24362868,Monaghan-DD-354-1944-07,,
24362957,6301,Monaghan (DD-354),August,1944,Monaghan-DD-354-1944-08,http://catalog.archives.gov/id/24362957,Monaghan-DD-354-1944-08,,
24363040,6301,Monaghan (DD-354),September,1944,Monaghan-DD-354-1944-09,http://catalog.archives.gov/id/24363040,Monaghan-DD-354-1944-09,,
24363121,6301,Monaghan (DD-354),October,1944,Monaghan-DD-354-1944-10,http://catalog.archives.gov/id/24363121,Monaghan-DD-354-1944-10,,
24363217,6301,Monaghan (DD-354),November,1944,Monaghan-DD-354-1944-11,http://catalog.archives.gov/id/24363217,Monaghan-DD-354-1944-11,,
8003347,6326,Montcalm (ATO-39),July,1945,montcalm-ato-39-1945-07,http://catalog.archives.gov/id/8003347,montcalm-ato-39-1945-07,,
8003348,6326,Montcalm (ATO-39),March,1946,montcalm-ato-39-1946-03,http://catalog.archives.gov/id/8003348,montcalm-ato-39-1946-03,,
8003349,6326,Montcalm (ATO-39),April,1946,montcalm-ato-39-1946-04,http://catalog.archives.gov/id/8003349,montcalm-ato-39-1946-04,,
6210773,6328,Monterey (CVL-26),July,1944,Monterey-CVL-26-1944-07,https://catalog.archives.gov/id/6210773,Monterey-CVL-26-1944-07,,
6210774,6328,Monterey (CVL-26),August,1944,Monterey-CVL-26-1944-08,https://catalog.archives.gov/id/6210774,Monterey-CVL-26-1944-08,,
6210775,6328,Monterey (CVL-26),September,1944,Monterey-CVL-26-1944-09,https://catalog.archives.gov/id/6210775,Monterey-CVL-26-1944-09,,
6210776,6328,Monterey (CVL-26),October,1944,Monterey-CVL-26-1944-10,https://catalog.archives.gov/id/6210776,Monterey-CVL-26-1944-10,,
6210777,6328,Monterey (CVL-26),November,1944,Monterey-CVL-26-1944-11,https://catalog.archives.gov/id/6210777,Monterey-CVL-26-1944-11,,
6210778,6328,Monterey (CVL-26),December,1944,Monterey-CVL-26-1944-12,https://catalog.archives.gov/id/6210778,Monterey-CVL-26-1944-12,,
8003350,6328,Monterey (CVL-26),January,1945,monterey-cvl-26-1945-01,http://catalog.archives.gov/id/8003350,monterey-cvl-26-1945-01,,
8003351,6328,Monterey (CVL-26),February,1945,monterey-cvl-26-1945-02,http://catalog.archives.gov/id/8003351,monterey-cvl-26-1945-02,,
93187619,6326,Monterey (CVL-26),June,1943,Monterey-CVL-26-1943-06,http://catalog.archives.gov/id/93187619,Monterey-CVL-26-1943-06,,
146210755,6326,Monterey (CVL-26),July,1943,monterey-cvl-26-1943-07,http://catalog.archives.gov/id/146210755,monterey-cvl-26-1943-07,,
146210876,6326,Monterey (CVL-26),August,1943,monterey-cvl-26-1943-08,http://catalog.archives.gov/id/146210876,monterey-cvl-26-1943-08,,
146210973,6326,Monterey (CVL-26),September,1943,monterey-cvl-26-1943-09,http://catalog.archives.gov/id/146210973,monterey-cvl-26-1943-09,,
146211101,6327,Monterey (CVL-26),October,1943,monterey-cvl-26-1943-10,http://catalog.archives.gov/id/146211101,monterey-cvl-26-1943-10,,
93187663,6327,Monterey (CVL-26),November,1943,Monterey-CVL-26-1943-11,http://catalog.archives.gov/id/93187663,Monterey-CVL-26-1943-11,,
93187740,6327,Monterey (CVL-26),January,1944,Monterey-CVL-26-1944-01,http://catalog.archives.gov/id/93187740,Monterey-CVL-26-1944-01,,
93187843,6327,Monterey (CVL-26),February,1944,Monterey-CVL-26-1944-02,http://catalog.archives.gov/id/93187843,Monterey-CVL-26-1944-02,,
93187956,6327,Monterey (CVL-26),March,1944,Monterey-CVL-26-1944-03,http://catalog.archives.gov/id/93187956,Monterey-CVL-26-1944-03,,
93188048,6327,Monterey (CVL-26),April,1944,Monterey-CVL-26-1944-04,http://catalog.archives.gov/id/93188048,Monterey-CVL-26-1944-04,,
93188149,6328,Monterey (CVL-26),May,1944,Monterey-CVL-26-1944-05,http://catalog.archives.gov/id/93188149,Monterey-CVL-26-1944-05,,
93188269,6328,Monterey (CVL-26),June,1944,Monterey-CVL-26-1944-06,http://catalog.archives.gov/id/93188269,Monterey-CVL-26-1944-06,,
40457850,2905,Mosopelea (ATF-158),April,1965,Mosopelea-ATF-158-1965-04,http://catalog.archives.gov/id/40457850,Mosopelea-ATF-158-1965-04,,
40457897,2905,Mosopelea (ATF-158),May,1965,Mosopelea-ATF-158-1965-05,http://catalog.archives.gov/id/40457897,Mosopelea-ATF-158-1965-05,,
40457960,2905,Mosopelea (ATF-158),June,1965,Mosopelea-ATF-158-1965-06,http://catalog.archives.gov/id/40457960,Mosopelea-ATF-158-1965-06,,
40458000,2905,Mosopelea (ATF-158),July,1965,Mosopelea-ATF-158-1965-07,http://catalog.archives.gov/id/40458000,Mosopelea-ATF-158-1965-07,,
40458054,2905,Mosopelea (ATF-158),August,1965,Mosopelea-ATF-158-1965-08,http://catalog.archives.gov/id/40458054,Mosopelea-ATF-158-1965-08,,
40458106,2905,Mosopelea (ATF-158),September,1965,Mosopelea-ATF-158-1965-09,http://catalog.archives.gov/id/40458106,Mosopelea-ATF-158-1965-09,,
40458157,2905,Mosopelea (ATF-158),October,1965,Mosopelea-ATF-158-1965-10,http://catalog.archives.gov/id/40458157,Mosopelea-ATF-158-1965-10,,
40458206,2905,Mosopelea (ATF-158),November,1965,Mosopelea-ATF-158-1965-11,http://catalog.archives.gov/id/40458206,Mosopelea-ATF-158-1965-11,,
40458249,2905,Mosopelea (ATF-158),December,1965,Mosopelea-ATF-158-1965-12,http://catalog.archives.gov/id/40458249,Mosopelea-ATF-158-1965-12,,
100448542,1752,Mount Baker (AE-34),July,1972,Mount-Baker-AE-34-1972-07,http://catalog.archives.gov/id/100448542,Mount-Baker-AE-34-1972-07,,
100448560,1752,Mount Baker (AE-34),August,1972,Mount-Baker-AE-34-1972-08,http://catalog.archives.gov/id/100448560,Mount-Baker-AE-34-1972-08,,
100448622,1752,Mount Baker (AE-34),September,1972,Mount-Baker-AE-34-1972-09,http://catalog.archives.gov/id/100448622,Mount-Baker-AE-34-1972-09,,
100448677,1752,Mount Baker (AE-34),October,1972,Mount-Baker-AE-34-1972-10,http://catalog.archives.gov/id/100448677,Mount-Baker-AE-34-1972-10,,
100448739,1752,Mount Baker (AE-34),November,1972,Mount-Baker-AE-34-1972-11,http://catalog.archives.gov/id/100448739,Mount-Baker-AE-34-1972-11,,
100448811,1752,Mount Baker (AE-34),December,1972,Mount-Baker-AE-34-1972-12,http://catalog.archives.gov/id/100448811,Mount-Baker-AE-34-1972-12,,
100448866,1753,Mount Baker (AE-34),January,1973,Mount-Baker-AE-34-1973-01,http://catalog.archives.gov/id/100448866,Mount-Baker-AE-34-1973-01,,
100448927,1753,Mount Baker (AE-34),February,1973,Mount-Baker-AE-34-1973-02,http://catalog.archives.gov/id/100448927,Mount-Baker-AE-34-1973-02,,
100448983,1753,Mount Baker (AE-34),March,1973,Mount-Baker-AE-34-1973-03,http://catalog.archives.gov/id/100448983,Mount-Baker-AE-34-1973-03,,
100449048,1753,Mount Baker (AE-34),April,1973,Mount-Baker-AE-34-1973-04,http://catalog.archives.gov/id/100449048,Mount-Baker-AE-34-1973-04,,
100449108,1753,Mount Baker (AE-34),May,1973,Mount-Baker-AE-34-1973-05,http://catalog.archives.gov/id/100449108,Mount-Baker-AE-34-1973-05,,
100449173,1753,Mount Baker (AE-34),June,1973,Mount-Baker-AE-34-1973-06,http://catalog.archives.gov/id/100449173,Mount-Baker-AE-34-1973-06,,
100449235,1753,Mount Baker (AE-34),July,1973,Mount-Baker-AE-34-1973-07,http://catalog.archives.gov/id/100449235,Mount-Baker-AE-34-1973-07,,
100449298,1753,Mount Baker (AE-34),August,1973,Mount-Baker-AE-34-1973-08,http://catalog.archives.gov/id/100449298,Mount-Baker-AE-34-1973-08,,
100449363,1753,Mount Baker (AE-34),September,1973,Mount-Baker-AE-34-1973-09,http://catalog.archives.gov/id/100449363,Mount-Baker-AE-34-1973-09,,
100449433,1753,Mount Baker (AE-34),October,1973,Mount-Baker-AE-34-1973-10,http://catalog.archives.gov/id/100449433,Mount-Baker-AE-34-1973-10,,
100449498,1753,Mount Baker (AE-34),November,1973,Mount-Baker-AE-34-1973-11,http://catalog.archives.gov/id/100449498,Mount-Baker-AE-34-1973-11,,
100449556,1753,Mount Baker (AE-34),December,1973,Mount-Baker-AE-34-1973-12,http://catalog.archives.gov/id/100449556,Mount-Baker-AE-34-1973-12,,
100449603,1754,Mount Baker (AE-34),January,1974,Mount-Baker-AE-34-1974-01,http://catalog.archives.gov/id/100449603,Mount-Baker-AE-34-1974-01,,
100449652,1754,Mount Baker (AE-34),February,1974,Mount-Baker-AE-34-1974-02,http://catalog.archives.gov/id/100449652,Mount-Baker-AE-34-1974-02,,
100449694,1754,Mount Baker (AE-34),March,1974,Mount-Baker-AE-34-1974-03,http://catalog.archives.gov/id/100449694,Mount-Baker-AE-34-1974-03,,
100449741,1754,Mount Baker (AE-34),April,1974,Mount-Baker-AE-34-1974-04,http://catalog.archives.gov/id/100449741,Mount-Baker-AE-34-1974-04,,
100449794,1754,Mount Baker (AE-34),May,1974,Mount-Baker-AE-34-1974-05,http://catalog.archives.gov/id/100449794,Mount-Baker-AE-34-1974-05,,
100449828,1754,Mount Baker (AE-34),June,1974,Mount-Baker-AE-34-1974-06,http://catalog.archives.gov/id/100449828,Mount-Baker-AE-34-1974-06,,
100449861,1754,Mount Baker (AE-34),July,1974,Mount-Baker-AE-34-1974-07,http://catalog.archives.gov/id/100449861,Mount-Baker-AE-34-1974-07,,
100450027,1754,Mount Baker (AE-34),August,1974,Mount-Baker-AE-34-1974-08,http://catalog.archives.gov/id/100450027,Mount-Baker-AE-34-1974-08,,
100450169,1755,Mount Baker (AE-34),September,1974,Mount-Baker-AE-34-1974-09,http://catalog.archives.gov/id/100450169,Mount-Baker-AE-34-1974-09,,
100450347,1755,Mount Baker (AE-34),October,1974,Mount-Baker-AE-34-1974-10,http://catalog.archives.gov/id/100450347,Mount-Baker-AE-34-1974-10,,
100450553,1755,Mount Baker (AE-34),November,1974,Mount-Baker-AE-34-1974-11,http://catalog.archives.gov/id/100450553,Mount-Baker-AE-34-1974-11,,
100450723,1755,Mount Baker (AE-34),December,1974,Mount-Baker-AE-34-1974-12,http://catalog.archives.gov/id/100450723,Mount-Baker-AE-34-1974-12,,
100450893,1756,Mount Baker (AE-34),January,1975,Mount-Baker-AE-34-1975-01,http://catalog.archives.gov/id/100450893,Mount-Baker-AE-34-1975-01,,
100451049,1756,Mount Baker (AE-34),February,1975,Mount-Baker-AE-34-1975-02,http://catalog.archives.gov/id/100451049,Mount-Baker-AE-34-1975-02,,
100451165,1756,Mount Baker (AE-34),March,1975,Mount-Baker-AE-34-1975-03,http://catalog.archives.gov/id/100451165,Mount-Baker-AE-34-1975-03,,
100451287,1756,Mount Baker (AE-34),April,1975,Mount-Baker-AE-34-1975-04,http://catalog.archives.gov/id/100451287,Mount-Baker-AE-34-1975-04,,
100451374,1756,Mount Baker (AE-34),May,1975,Mount-Baker-AE-34-1975-05,http://catalog.archives.gov/id/100451374,Mount-Baker-AE-34-1975-05,,
100451441,1756,Mount Baker (AE-34),June,1975,Mount-Baker-AE-34-1975-06,http://catalog.archives.gov/id/100451441,Mount-Baker-AE-34-1975-06,,
100451539,1757,Mount Baker (AE-34),July,1975,Mount-Baker-AE-34-1975-07,http://catalog.archives.gov/id/100451539,Mount-Baker-AE-34-1975-07,,
100451644,1757,Mount Baker (AE-34),August,1975,Mount-Baker-AE-34-1975-08,http://catalog.archives.gov/id/100451644,Mount-Baker-AE-34-1975-08,,
100451800,1757,Mount Baker (AE-34),September,1975,Mount-Baker-AE-34-1975-09,http://catalog.archives.gov/id/100451800,Mount-Baker-AE-34-1975-09,,
100451870,1757,Mount Baker (AE-34),October,1975,Mount-Baker-AE-34-1975-10,http://catalog.archives.gov/id/100451870,Mount-Baker-AE-34-1975-10,,
100451986,1757,Mount Baker (AE-34),November,1975,Mount-Baker-AE-34-1975-11,http://catalog.archives.gov/id/100451986,Mount-Baker-AE-34-1975-11,,
40458299,2905,Mount Baker (AE-4),January,1961,Mount-Baker-AE-4-1961-01,http://catalog.archives.gov/id/40458299,Mount-Baker-AE-4-1961-01,,
40458364,2905,Mount Baker (AE-4),February,1961,Mount-Baker-AE-4-1961-02,http://catalog.archives.gov/id/40458364,Mount-Baker-AE-4-1961-02,,
40458427,2905,Mount Baker (AE-4),March,1961,Mount-Baker-AE-4-1961-03,http://catalog.archives.gov/id/40458427,Mount-Baker-AE-4-1961-03,,
40458461,2905,Mount Baker (AE-4),April,1961,Mount-Baker-AE-4-1961-04,http://catalog.archives.gov/id/40458461,Mount-Baker-AE-4-1961-04,,
78113720,2905,Mount Baker (AE-4),May,1961,Mount-Baker-AE-4-1961-05,http://catalog.archives.gov/id/78113720,Mount-Baker-AE-4-1961-05,,
40458494,2905,Mount Baker (AE-4),June,1961,Mount-Baker-AE-4-1961-06,http://catalog.archives.gov/id/40458494,Mount-Baker-AE-4-1961-06,,
40458564,2906,Mount Baker (AE-4),July,1961,Mount-Baker-AE-4-1961-07,http://catalog.archives.gov/id/40458564,Mount-Baker-AE-4-1961-07,,
40458630,2906,Mount Baker (AE-4),August,1961,Mount-Baker-AE-4-1961-08,http://catalog.archives.gov/id/40458630,Mount-Baker-AE-4-1961-08,,
40458693,2906,Mount Baker (AE-4),September,1961,Mount-Baker-AE-4-1961-09,http://catalog.archives.gov/id/40458693,Mount-Baker-AE-4-1961-09,,
40458760,2906,Mount Baker (AE-4),October,1961,Mount-Baker-AE-4-1961-10,http://catalog.archives.gov/id/40458760,Mount-Baker-AE-4-1961-10,,
40458837,2906,Mount Baker (AE-4),November,1961,Mount-Baker-AE-4-1961-11,http://catalog.archives.gov/id/40458837,Mount-Baker-AE-4-1961-11,,
40458910,2906,Mount Baker (AE-4),December,1961,Mount-Baker-AE-4-1961-12,http://catalog.archives.gov/id/40458910,Mount-Baker-AE-4-1961-12,,
40458980,2906,Mount Baker (AE-4),January,1962,Mount-Baker-AE-4-1962-01,http://catalog.archives.gov/id/40458980,Mount-Baker-AE-4-1962-01,,
40459050,2906,Mount Baker (AE-4),February,1962,Mount-Baker-AE-4-1962-02,http://catalog.archives.gov/id/40459050,Mount-Baker-AE-4-1962-02,,
40459110,2906,Mount Baker (AE-4),March,1962,Mount-Baker-AE-4-1962-03,http://catalog.archives.gov/id/40459110,Mount-Baker-AE-4-1962-03,,
40459178,2906,Mount Baker (AE-4),April,1962,Mount-Baker-AE-4-1962-04,http://catalog.archives.gov/id/40459178,Mount-Baker-AE-4-1962-04,,
40459242,2907,Mount Baker (AE-4),May,1962,Mount-Baker-AE-4-1962-05,http://catalog.archives.gov/id/40459242,Mount-Baker-AE-4-1962-05,,
40459311,2907,Mount Baker (AE-4),June,1962,Mount-Baker-AE-4-1962-06,http://catalog.archives.gov/id/40459311,Mount-Baker-AE-4-1962-06,,
